,Date,Symbol,Investment,High,Low,Adjusted Spread,Adj. Spread after fees,Fees,Profitable,Sell exchange,Buy exchange
991,01-14-2021_03-58-09,XLM/USD,25.0,0.29302165,0.291218,0.1538836806085869,-0.028616319391413098,0.1825,False,Bittrex,Coinbase Pro
992,01-14-2021_03-58-33,XLM/USD,25.0,0.29302124,0.291363,0.14147779867425592,-0.05102220132574409,0.1925,False,Bittrex,Coinbase Pro
993,01-14-2021_03-58-57,XLM/USD,25.0,0.29202094,0.291348,0.05761059463749507,-0.06988940536250493,0.1275,False,Bittrex,Kraken
994,01-14-2021_03-59-09,XLM/USD,25.0,0.29202094,0.29168,0.029187975355466956,-0.09831201464453306,0.12749999,False,Bittrex,Kraken
995,01-14-2021_03-59-32,XLM/USD,25.0,0.29202089,0.29166,0.030895906111374653,-0.09660409388862534,0.1275,False,Bittrex,Kraken
996,01-14-2021_03-59-44,XLM/USD,25.0,0.29202089,0.291481,0.04622015226376333,-0.13627984773623666,0.1825,False,Bittrex,Coinbase Pro
997,01-14-2021_04-00-06,XLM/USD,25.0,0.29159219,0.291168,0.03636842948365584,-0.09113157051634416,0.1275,False,Bittrex,Kraken
998,01-14-2021_04-00-19,XLM/USD,25.0,0.29302055,0.291719,0.11104596588873927,-0.01645403411126073,0.1275,False,Bittrex,Kraken
999,01-14-2021_04-00-32,XLM/USD,25.0,0.29302055,0.291719,0.11104596588873927,-0.01645403411126073,0.1275,False,Bittrex,Kraken
1000,01-14-2021_04-00-43,XLM/USD,25.0,0.29302055,0.292387,0.05405337611986453,-0.07344662388013548,0.1275,False,Bittrex,Kraken
1001,01-14-2021_04-00-54,XLM/USD,25.0,0.29302055,0.292534,0.04151159364078514,-0.08598840635921487,0.1275,False,Bittrex,Kraken
1002,01-14-2021_04-01-06,XLM/USD,25.0,0.29302055,0.292534,0.04151159364078514,-0.08598840635921487,0.1275,False,Bittrex,Kraken
1003,01-14-2021_04-01-20,XLM/USD,25.0,0.29302055,0.292534,0.04151159364078514,-0.08598840635921487,0.1275,False,Bittrex,Kraken
1004,01-14-2021_04-01-33,XLM/USD,25.0,0.2931,0.292534,0.04827703855339567,-0.041722961446604326,0.09,False,Binance US,Kraken
1005,01-14-2021_04-01-45,XLM/USD,25.0,0.29302053,0.292534,0.04150989010906378,-0.08599010989093622,0.1275,False,Bittrex,Kraken
